,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
1094,9921,巨大,"1,118,586",964,"317,747,797",290.00,290.00,280.00,283.50,-,2.5,283.50,13,284.00,2,27.96
1095,9924,福興,"232,758",145,"10,092,367",43.75,43.80,43.15,43.40,+,0.05,43.30,1,43.40,15,10.24
1096,9925,新保,"118,565",86,"4,301,122",36.20,36.35,36.20,36.35,+,0.15,36.30,19,36.35,13,15.80
1097,9926,新海,"16,000",15,"688,550",42.80,43.15,42.70,43.15,+,0.55,43.15,7,43.20,3,20.65
1098,9927,泰銘,"82,075",47,"2,344,063",28.60,28.70,28.45,28.50,-,0.1,28.50,7,28.55,7,21.27
1099,9928,中視,"13,160",9,"68,422",5.20,5.20,5.20,5.20,+,0.15,5.05,1,5.20,14,0.00
1100,9929,秋雨,"96,443",44,"1,256,664",13.15,13.15,12.95,13.10,-,0.05,13.00,5,13.10,2,2.91
1101,9930,中聯資源,"47,613",45,"2,144,385",44.90,45.20,44.90,44.95,+,0.05,44.95,7,45.00,2,14.84
1102,9931,欣高,"6,000",5,"241,950",40.55,40.55,40.00,40.35,X,0.0,40.35,4,40.50,5,21.13
1103,9933,中鼎,"2,988,649","1,785","117,231,235",39.70,39.90,39.00,39.05,-,0.7,39.05,26,39.10,30,30.04
1104,9934,成霖,"710,000",247,"10,835,400",15.25,15.40,15.15,15.20,-,0.1,15.20,21,15.25,3,217.14
1105,9935,慶豐富,"573,952",266,"19,118,659",33.40,33.75,33.00,33.30,+,0.5,33.30,1,33.35,31,30.83
1106,9937,全國,"25,434",19,"1,178,865",46.05,46.55,46.05,46.25,+,0.15,46.25,16,46.35,4,20.65
1107,9938,百和,"2,358,159","1,432","161,313,589",69.10,69.50,67.60,68.10,-,0.6,68.10,3,68.20,45,13.49
1108,9939,宏全,"562,479",309,"31,676,924",55.60,56.70,55.40,56.30,+,0.7,56.30,1,56.40,16,11.31
1109,9940,信義,"231,354",141,"6,818,339",29.55,29.60,29.35,29.50, ,0.0,29.45,31,29.50,21,26.58
1110,9941,裕融,"209,302",159,"20,896,302",100.50,100.50,99.50,99.80,+,0.2,99.80,2,99.90,2,13.36
1111,9941A,裕融甲特,"30,963",22,"1,600,488",51.80,51.90,51.60,51.90, ,0.0,51.60,15,51.90,18,0.00
1112,9942,茂順,"17,033",18,"1,092,945",64.00,64.30,64.00,64.30,+,0.3,64.20,5,64.30,1,15.27
1113,9943,好樂迪,"56,527",63,"3,570,262",63.30,63.30,63.00,63.10,-,0.2,63.10,8,63.20,3,14.81
1114,9944,新麗,"531,551",295,"11,976,202",22.40,22.85,22.00,22.75,+,0.3,22.70,1,22.75,6,0.00
1115,9945,潤泰新,"2,993,694","1,653","124,365,641",41.70,41.70,41.40,41.55,+,0.25,41.55,56,41.60,36,5.55
1116,9946,三發地產,"436,464",142,"7,834,797",17.95,18.15,17.85,17.95,-,0.05,17.90,23,17.95,13,6.46
1117,9955,佳龍,"10,701,625","4,640","239,644,535",22.20,23.35,20.60,20.95,-,0.3,20.95,48,21.00,35,0.00
1118,9958,世紀鋼,"20,270,619","11,854","2,604,614,470",131.00,131.50,124.50,129.00,-,1.5,129.00,93,129.50,5,25.80
